segment length: 1355	score: 701.278


segment length: 3497	score: 1792.7


segment length: 2723	score: 1248.14


segment length: 1649	score: 758.32


segment length: 3954	score: 1951.25


segment length: 813	score: 337.332


segment length: 736	score: 223.252


segment length: 1307	score: 624.274


segment length: 2862	score: 1496.85


segment length: 2014	score: 971.08


segment length: 1091	score: 526.518


segment length: 1795	score: 814.556


segment length: 2744	score: 1009.83


segment length: 1311	score: 554.147


segment length: 942	score: 519.105


segment length: 5064	score: 2278.53


segment length: 3317	score: 1602.62


segment length: 2991	score: 1368.36


segment length: 4717	score: 2565.97


segment length: 1703	score: 769.29


segment length: 3162	score: 1264.86


segment length: 5601	score: 2497.86


segment length: 1410	score: 597.787


segment length: 1269	score: 681.035


segment length: 698	score: 385.663


segment length: 3273	score: 1473.02


segment length: 3769	score: 1961.19


segment length: 3405	score: 1475.5


segment length: 4406	score: 1905.82


segment length: 3314	score: 1823.33


segment length: 2907	score: 1279.59


segment length: 2563	score: 1164.6


segment length: 5827	score: 2827.16


segment length: 3032	score: 1271.27


segment length: 3612	score: 1861.78


segment length: 2650	score: 1102.93


segment length: 4493	score: 2007.01


segment length: 2531	score: 1483.7


segment length: 1687	score: 623.751


segment length: 2906	score: 1261.76


segment length: 3429	score: 1538.03


segment length: 1577	score: 653.296


segment length: 2186	score: 1290.61


segment length: 1361	score: 652.629


segment length: 3866	score: 1913.33


segment length: 1966	score: 1045.65


segment length: 1463	score: 641.72


segment length: 2100	score: 952.141


segment length: 2852	score: 1337.69


segment length: 1192	score: 618.084


segment length: 3209	score: 1489.7


segment length: 841	score: 370.403


segment length: 2125	score: 1056.61


segment length: 1845	score: 1078.67


segment length: 1911	score: 679.446


segment length: 4062	score: 2247.77


segment length: 2057	score: 833.738


segment length: 4315	score: 1990.9


segment length: 4677	score: 2355.8


segment length: 4413	score: 2213.4


segment length: 1118	score: 476.724


segment length: 3243	score: 1524.41


segment length: 4745	score: 2524.02


segment length: 3828	score: 2076.83


segment length: 3078	score: 482.124


segment length: 8966	score: 3553.21


segment length: 6897	score: 3783.35


segment length: 928	score: 342.278


segment length: 1420	score: 569.055


segment length: 2426	score: 1144.22


segment length: 5868	score: 2837.62


segment length: 2983	score: 1122.64


segment length: 6776	score: 2901.1


segment length: 1748	score: 836.846


segment length: 1569	score: 749.095


segment length: 1143	score: 647.773


segment length: 3175	score: 1908.4


segment length: 1538	score: 934.254


segment length: 1141	score: 759.928


segment length: 2454	score: 1174.14


segment length: 624	score: 354.575


segment length: 889	score: 500.886


segment length: 871	score: 400.117


segment length: 3404	score: 1771.62


segment length: 2893	score: 1145.71


segment length: 2786	score: 1363.23


segment length: 948	score: 540.136


segment length: 3418	score: 1523.95


segment length: 2000	score: 820.797


segment length: 1896	score: 894.137


segment length: 2947	score: 1318.06


segment length: 1497	score: 784.353


segment length: 2528	score: 1361.02


segment length: 1658	score: 497.183


segment length: 832	score: 437.284


segment length: 780	score: 343.553


segment length: 2025	score: 824.565


segment length: 4552	score: 2498.94


segment length: 3462	score: 1641.59


segment length: 3868	score: 2142.72


segment length: 2605	score: 1064.12


segment length: 8668	score: 5271.89


segment length: 2501	score: 1026.35


segment length: 1370	score: 673.063


segment length: 2624	score: 1299.46


segment length: 7983	score: 3128.59


segment length: 4335	score: 2185.14


segment length: 5629	score: 2854.15


segment length: 2816	score: 1537.11


segment length: 3176	score: 1500.21


segment length: 2710	score: 1411.66


segment length: 1798	score: 897.836


segment length: 3698	score: 1742.35


segment length: 1896	score: 948.336


segment length: 2265	score: 649.535


segment length: 1286	score: 627.335


segment length: 2692	score: 1009.32


segment length: 2931	score: 1277.88
2179 2366 0	471938 472125

2275 2449 23.4216	472034 472208


segment length: 2553	score: 666.68
1322 1489 0	471950 472117

1425 1574 35.3661	472053 472202


segment length: 1050	score: 505.232


segment length: 1136	score: 265.835
490 620 0	471994 472124

425 624 25.1436	471929 472128


segment length: 2654	score: 844.638
0 0 inf	471582 471582

375 524 29.919	471957 472106


segment length: 6651	score: 3213.46


segment length: 1375	score: 644.02


segment length: 1107	score: 446.011


segment length: 3862	score: 1677.52


segment length: 7707	score: 3241.28


segment length: 2940	score: 1348.48


segment length: 6204	score: 2879.23


segment length: 2601	score: 1439.26


segment length: 2050	score: 938.088


segment length: 2137	score: 1088.73


segment length: 2987	score: 1469.87


segment length: 3447	score: 1725.39


segment length: 2896	score: 1456.24


segment length: 4327	score: 2358.65


segment length: 3604	score: 1978.45


segment length: 3071	score: 1314.23


segment length: 1469	score: 746.435


segment length: 2842	score: 1350.19


segment length: 6795	score: 3137.3


segment length: 4615	score: 2192.45


segment length: 1170	score: 465.137


segment length: 2784	score: 1508.51


segment length: 1413	score: 705.309


segment length: 3750	score: 1485.77


segment length: 4306	score: 2190.69


segment length: 7115	score: 3570.24


segment length: 3180	score: 1698.19


segment length: 600	score: 349.478


segment length: 1207	score: 404.93


segment length: 2795	score: 1296.5


segment length: 3862	score: 1780.95


segment length: 2106	score: 890.948


segment length: 1597	score: 723.806


segment length: 8400	score: 3455.35


segment length: 1712	score: 689.604


segment length: 1296	score: 506.545


segment length: 8156	score: 3754.77


segment length: 2093	score: 1066.68


segment length: 4088	score: 871.419


segment length: 3939	score: 2110.68


segment length: 4729	score: 1982.52


segment length: 2479	score: 1020.43


segment length: 2348	score: 1254.07


segment length: 7834	score: 3362.19


segment length: 2106	score: 885.141


segment length: 2799	score: 1047.26


segment length: 649	score: 198.088


segment length: 1010	score: 506.282


segment length: 2926	score: 1478.58


segment length: 2134	score: 846.615


segment length: 2816	score: 1358.01


segment length: 3290	score: 1586.98


segment length: 3396	score: 1438.2


segment length: 1007	score: 453.884


segment length: 3724	score: 2102.05


segment length: 1498	score: 612.67


segment length: 3774	score: 1694.49


segment length: 6864	score: 2323.39


segment length: 1356	score: 625.221


segment length: 1425	score: 823.664


segment length: 2677	score: 1209.23


segment length: 2699	score: 1579.42


segment length: 2936	score: 1480.64


segment length: 1882	score: 926.729


segment length: 5941	score: 2609.47


segment length: 3287	score: 1351.66


segment length: 1851	score: 859.593


segment length: 3052	score: 1816.52


segment length: 2554	score: 1212.68


segment length: 1599	score: 713.04


segment length: 1659	score: 946.374


segment length: 1107	score: 502.15


segment length: 2725	score: 1536.28


segment length: 4680	score: 2653.11


segment length: 7249	score: 2252.95
4742 5520 1.25964	527000 527778

4975 5774 29.2641	527233 528032


segment length: 4815	score: 1916.39


segment length: 1314	score: 615.278


segment length: 2906	score: 981.186
2070 2483 2.39964	527008 527421

0 0 inf	524938 524938


segment length: 2037	score: 1253.72


segment length: 2535	score: 1042.13
1941 3023 1.68051	526973 528055

0 0 inf	525032 525032


segment length: 3356	score: 737.426
770 1560 4.93965	526996 527786

700 1574 30.2593	526926 527800


segment length: 3154	score: 1067.29
422 700 0	527518 527796

0 0 inf	527096 527096


segment length: 969	score: 453.303


segment length: 2612	score: 1236.93


segment length: 953	score: 396.914


segment length: 1220	score: 496.746


segment length: 4070	score: 1755.07


segment length: 2702	score: 1273


segment length: 4443	score: 1803.05


segment length: 3898	score: 2099.53


segment length: 2798	score: 1137.38


segment length: 1896	score: 976.92


segment length: 2591	score: 1268.75


segment length: 9438	score: 5322.65


segment length: 3903	score: 2138.74


segment length: 1100	score: 561.273


segment length: 2236	score: 1080.05


segment length: 2226	score: 1340.83


segment length: 4603	score: 1985.72


segment length: 3767	score: 1733.02


segment length: 2514	score: 1481.35


segment length: 3106	score: 1367.78


segment length: 6483	score: 3266.73


segment length: 2209	score: 1252.46


segment length: 5366	score: 2517.81


segment length: 1008	score: 452.263


segment length: 4622	score: 2339.61


segment length: 2494	score: 1195.88


segment length: 1813	score: 851.441


segment length: 6271	score: 2721.89


segment length: 5356	score: 2937.36


segment length: 3053	score: 1503.31


segment length: 1548	score: 772.817


segment length: 1309	score: 745.354


segment length: 2328	score: 986.763


segment length: 3192	score: 1587.07


segment length: 4620	score: 1696.87


segment length: 4177	score: 1876.15


segment length: 976	score: 477.561


segment length: 2999	score: 1421.69


segment length: 1458	score: 609.795


segment length: 2629	score: 1408.38


segment length: 1086	score: 586.423


segment length: 4620	score: 2346.47


segment length: 9010	score: 4126.03


segment length: 2588	score: 1047.45


segment length: 5106	score: 2473.47


segment length: 885	score: 532.803


segment length: 3242	score: 1523.83


segment length: 2592	score: 1009.44


segment length: 2863	score: 1362.83


segment length: 2625	score: 1239.82


segment length: 737	score: 462.719


segment length: 1818	score: 833.28


segment length: 6854	score: 3814.48


segment length: 3664	score: 1624.47


segment length: 3046	score: 1380.47


segment length: 1370	score: 505.077


segment length: 4190	score: 2184.37


segment length: 2726	score: 1620.41


segment length: 2342	score: 952.283


segment length: 2798	score: 1400.51


segment length: 2790	score: 1568.26


segment length: 3089	score: 1560.48


segment length: 2103	score: 974.072


segment length: 1553	score: 779.128


segment length: 2042	score: 864.052


segment length: 1390	score: 838.045


segment length: 2259	score: 1130.18


segment length: 1952	score: 724.626


segment length: 1936	score: 1262.3


segment length: 3178	score: 1627.17


segment length: 555	score: 285.63


segment length: 2090	score: 802.59


segment length: 3794	score: 1749.53


segment length: 2949	score: 1374.19


segment length: 2666	score: 1467.02


segment length: 1332	score: 761.947


segment length: 1097	score: 459.748


segment length: 4545	score: 2109.32


segment length: 2810	score: 1509.9


segment length: 2239	score: 1410.81


segment length: 3425	score: 1564.64


segment length: 1314	score: 506.818


segment length: 1374	score: 744.936


segment length: 2981	score: 1493.61


segment length: 1857	score: 864.056


segment length: 7187	score: 1791.62
3778 4412 0	575093 575727

3950 4649 33.4834	575265 575964


segment length: 1202	score: 581.305


segment length: 4456	score: 1540.25
3241 3822 2.94964	575080 575661

3650 4099 31.0876	575489 575938


segment length: 1416	score: 638.022


segment length: 800	score: 331.084


segment length: 1086	score: 428.659


segment length: 3824	score: 838.713
2045 2689 2.98401	575080 575724

2125 2799 33.4202	575160 575834


segment length: 1921	score: 770.044


segment length: 3497	score: 1002.43
3593 4385 2.26173	576924 577716

1800 2474 32.4725	575131 575805


segment length: 2047	score: 675.95


segment length: 2403	score: 707.059
0 0 inf	573564 573564

1575 2224 27.7689	575139 575788


segment length: 1452	score: 439.445


segment length: 2024	score: 348.489
686 1209 2.44365	575141 575664

650 1324 27.0223	575105 575779


segment length: 1190	score: 640.567


segment length: 4153	score: 1908.17


segment length: 3228	score: 1372.32


segment length: 2748	score: 1536.44


segment length: 2122	score: 924.731


segment length: 4132	score: 1850.22


segment length: 2439	score: 1269.89


segment length: 3611	score: 1578.8


segment length: 4972	score: 2548.47


segment length: 479	score: 240.886


segment length: 1901	score: 839.042


segment length: 1115	score: 648.162


segment length: 1310	score: 517.064


segment length: 2807	score: 1235.97


segment length: 2507	score: 1301.88


segment length: 3737	score: 1974.18


segment length: 1257	score: 603.793


segment length: 3384	score: 1966.57
856 1091 0	587613 587848

0 0 inf	586757 586757


segment length: 2903	score: 1103.92


segment length: 1789	score: 779.238


segment length: 3816	score: 1042.37
343 531 0	587989 588177

0 0 inf	587646 587646


segment length: 3374	score: 1221.24
353 511 0	588012 588170

0 0 inf	587659 587659


segment length: 2616	score: 961.595


segment length: 5305	score: 1466.32


segment length: 5211	score: 2058.06


segment length: 6769	score: 3303.5


segment length: 1212	score: 632.69


segment length: 3966	score: 2015.64


segment length: 2251	score: 830.261


segment length: 926	score: 388.243


segment length: 3006	score: 1376.74


segment length: 2763	score: 1346.11


segment length: 1828	score: 895.373


segment length: 1446	score: 653.398


segment length: 2701	score: 1386


segment length: 1589	score: 707.749


segment length: 1319	score: 527.08


segment length: 2206	score: 1092.02


segment length: 3334	score: 1666.67


segment length: 962	score: 408.981


segment length: 1563	score: 774.54


segment length: 631	score: 264.193


segment length: 5821	score: 2729.18


segment length: 4107	score: 1802.58


segment length: 3449	score: 1404.97


segment length: 2036	score: 914.933


segment length: 3462	score: 1689.78


segment length: 2712	score: 1393.85


segment length: 932	score: 472.844


segment length: 2373	score: 998.706


segment length: 7285	score: 3452.89


segment length: 579	score: 169.179


segment length: 1162	score: 492.998


segment length: 3597	score: 1671.69


segment length: 3206	score: 1481.51


segment length: 845	score: 377.17


segment length: 1536	score: 804.004


segment length: 9127	score: 4713.79


segment length: 4793	score: 2090.32


segment length: 1092	score: 442.175


segment length: 3625	score: 1644.98


segment length: 4044	score: 2081.42


segment length: 1477	score: 608.471


segment length: 1757	score: 623.531


segment length: 4386	score: 1921.06


segment length: 4870	score: 2163.31


segment length: 2764	score: 1308.03


segment length: 5820	score: 2910.97


segment length: 1549	score: 607.47


segment length: 1251	score: 504.633


segment length: 4142	score: 1707.1


segment length: 6950	score: 2783.27


segment length: 2179	score: 1122.69


segment length: 2580	score: 1305.38


segment length: 3605	score: 1963.19


segment length: 2945	score: 1065.28


segment length: 3121	score: 1115.77


segment length: 3844	score: 1862.29


segment length: 4233	score: 2338.7


segment length: 2476	score: 1514.5


segment length: 3528	score: 1520.16


segment length: 1766	score: 745.695


segment length: 1022	score: 398.015


segment length: 3111	score: 1066.51


segment length: 2822	score: 1256.53


segment length: 1542	score: 992.556


segment length: 3548	score: 1407.52


segment length: 3753	score: 1953.17


segment length: 1089	score: 565.354


segment length: 3098	score: 1109.56


segment length: 1485	score: 872.209


segment length: 6156	score: 1439.96
3609 4353 1.58844	626513 627257

3950 4699 34.6126	626854 627603


segment length: 2839	score: 1311.29


segment length: 3632	score: 1140.73
2340 3085 1.13966	626514 627259

2575 3099 27.8753	626749 627273


segment length: 3071	score: 1003.18
1829 2597 1.55275	626518 627286

1900 2624 31.0278	626589 627313


segment length: 3408	score: 726.343
1672 2300 0	626628 627256

1675 2424 34.1613	626631 627380


segment length: 5618	score: 1320.76
1479 2267 2.41264	626518 627306

1425 2224 31.9227	626464 627263


segment length: 1643	score: 523.656


segment length: 817	score: 204.428


segment length: 5491	score: 2172.41
253 815 3.21076	626500 627062

450 924 38.7372	626697 627171


segment length: 2690	score: 636.403
2610 3233 2.21872	629401 630024

0 0 inf	626791 626791


segment length: 1373	score: 510.965


segment length: 817	score: 373.009


segment length: 1954	score: 1145.71


segment length: 6523	score: 3356.73


segment length: 3255	score: 1265.98


segment length: 2719	score: 1272.97


segment length: 1248	score: 635.912


segment length: 3092	score: 1480.33


segment length: 4987	score: 1990.7


segment length: 1671	score: 810.173


segment length: 1756	score: 797.253


segment length: 6052	score: 2665.46


segment length: 1120	score: 412.327


segment length: 8096	score: 3737.54


segment length: 363	score: 183.307


segment length: 3106	score: 1484.27


segment length: 2845	score: 1674.59


segment length: 3674	score: 1870.19


segment length: 882	score: 306.049


segment length: 541	score: 297.7


segment length: 1814	score: 1047.46


segment length: 2798	score: 1193.78


segment length: 2655	score: 1068.94


segment length: 1293	score: 599.754


segment length: 2311	score: 703.094


segment length: 1256	score: 712.403


segment length: 2276	score: 965.093


segment length: 1430	score: 727.306


segment length: 7279	score: 2808.83
6781 7319 0	656872 657410

0 0 inf	650091 650091


segment length: 9419	score: 3673.94


segment length: 1971	score: 1063.7


segment length: 2511	score: 1138.52


segment length: 3626	score: 1510.07


segment length: 9895	score: 4091.92


segment length: 1953	score: 834.995


segment length: 1063	score: 391.598


segment length: 2912	score: 947.169


segment length: 3673	score: 1371.32


segment length: 3010	score: 1427.83


segment length: 1324	score: 475.573


segment length: 1892	score: 1055.01


segment length: 1690	score: 874.597


segment length: 670	score: 396.763


segment length: 1156	score: 600.75


segment length: 1304	score: 537.66


segment length: 1952	score: 921.789


segment length: 1142	score: 327.5


segment length: 2080	score: 1092.8


segment length: 3985	score: 2055.92


segment length: 1569	score: 901.919


segment length: 1177	score: 472.202


segment length: 3716	score: 1647.09


segment length: 3242	score: 1918.15


segment length: 4361	score: 1989.3


segment length: 902	score: 386.27


segment length: 6814	score: 2810.92


segment length: 1566	score: 692.771


segment length: 2725	score: 1069.11


segment length: 8963	score: 4615.55


segment length: 1799	score: 670.368


segment length: 3614	score: 1532.35


segment length: 2804	score: 1549


segment length: 1758	score: 669.612


segment length: 2640	score: 1176.04


segment length: 904	score: 455.634


segment length: 1180	score: 537.207


segment length: 2382	score: 1354.4


segment length: 1235	score: 586.964


segment length: 2822	score: 1381.44


segment length: 3336	score: 1598.87


segment length: 2095	score: 972.014


segment length: 3844	score: 1741.8


segment length: 2275	score: 1052.52


segment length: 1822	score: 910.231


segment length: 1610	score: 730.716


segment length: 7617	score: 4326.45


segment length: 3802	score: 1468.29


segment length: 1939	score: 803.732


segment length: 1219	score: 571.396


segment length: 2819	score: 1290.96


segment length: 2164	score: 686.139


segment length: 1552	score: 585.879


segment length: 2650	score: 1333.31


segment length: 5153	score: 2150.56


segment length: 3061	score: 1425.37


segment length: 5667	score: 1685.69


segment length: 8714	score: 3181.6


segment length: 3584	score: 749.23


segment length: 5064	score: 1389.14


segment length: 2471	score: 1118.23


segment length: 946	score: 397.108


segment length: 2848	score: 1185.5


segment length: 2446	score: 714.287


segment length: 8096	score: 3252.86


segment length: 2137	score: 633.325


segment length: 3015	score: 1287.16


segment length: 2476	score: 965.167


segment length: 1146	score: 697.901


segment length: 3382	score: 1648.55


segment length: 1703	score: 746.932


segment length: 968	score: 407.203


segment length: 3961	score: 2250.82


segment length: 2823	score: 1538.94


segment length: 5289	score: 2387.02


segment length: 1424	score: 656.09


segment length: 2058	score: 1062.51


segment length: 2695	score: 1096.66


segment length: 805	score: 312.33


segment length: 2322	score: 1080.04


segment length: 2647	score: 1095.78


segment length: 3266	score: 1296.66


segment length: 3709	score: 2380.82


segment length: 972	score: 302.778


segment length: 7835	score: 3800.78


segment length: 985	score: 506.249


segment length: 5278	score: 2291.04


segment length: 3594	score: 1482


segment length: 1999	score: 903.631


segment length: 1255	score: 631.641


segment length: 5287	score: 2662.87


segment length: 2472	score: 1472.81


segment length: 3341	score: 1457.58


segment length: 2005	score: 1089.46


segment length: 3753	score: 1525.98


segment length: 3185	score: 1995.57


segment length: 1411	score: 679.56


segment length: 1974	score: 995.311


segment length: 1267	score: 661.657


segment length: 2115	score: 997


segment length: 2727	score: 1170.11


segment length: 1033	score: 363.323


segment length: 1344	score: 610.093


segment length: 2991	score: 1360.09


segment length: 2247	score: 1004.85


segment length: 3262	score: 1235.09


segment length: 1767	score: 806.545


segment length: 1078	score: 571.315


segment length: 4106	score: 2131.72


segment length: 833	score: 259.924


segment length: 1538	score: 777.733


segment length: 2373	score: 1344.81


segment length: 3440	score: 1560.4


segment length: 1934	score: 1152.54


segment length: 3987	score: 1372.7


segment length: 2352	score: 1364.95


segment length: 3520	score: 1590.92


segment length: 2775	score: 1350.84


segment length: 7243	score: 3547.76


segment length: 1910	score: 984.955


segment length: 2638	score: 1657.47


segment length: 1901	score: 886.827


segment length: 4602	score: 2336.67


segment length: 3044	score: 1196.1


segment length: 2462	score: 1320.83


segment length: 3207	score: 1012.72


segment length: 4035	score: 715.755
5913 6942 4.60976	733466 734495

1775 2424 37.8326	729328 729977


segment length: 2145	score: 967.933


segment length: 1872	score: 668.328


segment length: 650	score: 244.012


segment length: 3227	score: 990.514
700 1271 2.87737	729257 729828

675 1324 32.5862	729232 729881


segment length: 1162	score: 246.719
1173 1431 3.76014	730442 730700

0 0 inf	729269 729269


segment length: 1759	score: 600.109


segment length: 7799	score: 3266.78


segment length: 3500	score: 1861.14


segment length: 743	score: 260.072


segment length: 1761	score: 651.132


segment length: 4127	score: 2034.31


segment length: 3479	score: 857.665


segment length: 4429	score: 2156.17


segment length: 2969	score: 1299.38


segment length: 4950	score: 2390


segment length: 2685	score: 1184.23


segment length: 5585	score: 2431.45


segment length: 1446	score: 665.792


segment length: 6678	score: 3184.23


segment length: 2508	score: 1124.05


segment length: 3394	score: 1280.53


segment length: 1581	score: 707.745


segment length: 779	score: 340.406


segment length: 2803	score: 1459.24


segment length: 3498	score: 1448.62


segment length: 2394	score: 1064.61


segment length: 2490	score: 1046.89


segment length: 3120	score: 1334.37


segment length: 1096	score: 559.794


segment length: 1951	score: 632.117


segment length: 3151	score: 1361.62


segment length: 2844	score: 1774.16


segment length: 2502	score: 1102.19


segment length: 1957	score: 730.211


segment length: 3339	score: 1851.75


segment length: 1809	score: 971.768


segment length: 3042	score: 1516.18


segment length: 4004	score: 1782.48


segment length: 3344	score: 1732.94


segment length: 3144	score: 1442.73


segment length: 3522	score: 1821.39


segment length: 2263	score: 1103.82


segment length: 3023	score: 1115.25


segment length: 4694	score: 1838.79


segment length: 2618	score: 1184.53


segment length: 3223	score: 1242.65


segment length: 2805	score: 1148.62


segment length: 3016	score: 1461.84


segment length: 3035	score: 1534.51


segment length: 2212	score: 920.998


segment length: 3333	score: 1745.52


segment length: 4417	score: 1666.79


segment length: 4360	score: 2064.57


segment length: 2663	score: 1009.78


segment length: 2435	score: 1101.62


segment length: 2976	score: 1207.9


segment length: 1410	score: 660.064


segment length: 2028	score: 868.024


segment length: 4586	score: 2196.16


segment length: 4194	score: 1271.78


segment length: 2435	score: 1013.49


segment length: 2088	score: 1348.45


segment length: 1463	score: 795.28


segment length: 2383	score: 1072.69


segment length: 2788	score: 1616.73


segment length: 1491	score: 673.187


segment length: 1426	score: 696.735


segment length: 4467	score: 2358.89


segment length: 2848	score: 1271.09


segment length: 2728	score: 1291.32


segment length: 7204	score: 3374.21


segment length: 1566	score: 754.098


segment length: 1621	score: 676.148


segment length: 875	score: 389.468


segment length: 1366	score: 681.987


segment length: 5415	score: 2726.24


segment length: 3491	score: 1761.69


segment length: 1595	score: 558.511


segment length: 1485	score: 846.683


segment length: 1822	score: 682.595


segment length: 379	score: 233.568


segment length: 3024	score: 1144.9


segment length: 3930	score: 1443.5


segment length: 1447	score: 465.946


segment length: 4023	score: 1627.13


segment length: 1658	score: 985.252


segment length: 952	score: 524.257


segment length: 3064	score: 1105.24


segment length: 1507	score: 836.283


segment length: 2806	score: 1301.36


segment length: 1893	score: 708.681


segment length: 816	score: 347.03


segment length: 3075	score: 1568.57


segment length: 3106	score: 1427.82


segment length: 2068	score: 809.886


segment length: 2089	score: 905.711


segment length: 856	score: 349.844


segment length: 8464	score: 4380.03


segment length: 3638	score: 1559.78


segment length: 2876	score: 1481.88


segment length: 2119	score: 1038.73


segment length: 3737	score: 1722.26


segment length: 3132	score: 1182.48
0 0 inf	776060 776060

1775 1899 37.4326	777835 777959


segment length: 1065	score: 452.632


segment length: 2184	score: 1229.41


segment length: 5251	score: 2790.69


segment length: 2209	score: 856.152


segment length: 2468	score: 854.335


segment length: 2823	score: 1299.49


segment length: 1254	score: 623.338


segment length: 6973	score: 3154.12


segment length: 2375	score: 1224.85


segment length: 3370	score: 1369.71


segment length: 2906	score: 1302.07


segment length: 1721	score: 702.777
1636 2549 0	781107 782020

0 0 inf	779471 779471


segment length: 4992	score: 1964.91


segment length: 2346	score: 931.246


segment length: 5783	score: 2584.43


segment length: 1178	score: 509.232


segment length: 2968	score: 1915.56


segment length: 2345	score: 1210.1


segment length: 4981	score: 2132.54


segment length: 1315	score: 694.25


segment length: 4607	score: 2029.74


segment length: 2217	score: 969.482


segment length: 5221	score: 1445.31


segment length: 481	score: 234.028


segment length: 1593	score: 781.007


segment length: 2492	score: 956.031


segment length: 4257	score: 2039.2


segment length: 8130	score: 3607.11
6504 7091 2.05707	794776 795363

6850 7024 30.4417	795122 795296


segment length: 1949	score: 1068.78


segment length: 961	score: 412.381


segment length: 2483	score: 1149.48


segment length: 4009	score: 2210.43


segment length: 1206	score: 635.947


segment length: 2676	score: 1136.32


segment length: 6249	score: 2507.4
4753 5368 2.56421	794748 795363

4950 5649 32.8979	794945 795644


segment length: 5713	score: 1908
4679 5243 0	794799 795363

4950 5549 31.7234	795070 795669


segment length: 1313	score: 473.018


segment length: 2515	score: 997.272


segment length: 6277	score: 1903.38
1883 2254 3.28522	794769 795140

2250 2474 34.223	795136 795360


segment length: 1880	score: 834.817


segment length: 7147	score: 2236.28
9333 10200 1.9835	802393 803260

1950 2224 28.2691	795010 795284


segment length: 1683	score: 551.688


segment length: 1330	score: 255.044
535 893 0	794761 795119

525 1199 26.3865	794751 795425


segment length: 549	score: 185.794
546 962 0	794827 795243

0 0 inf	794281 794281


segment length: 2790	score: 927.953
3516 4540 1.00648	798193 799217

325 649 34.1373	795002 795326


segment length: 6919	score: 2691.92
6619 7228 2.65187	801505 802114

0 0 inf	794886 794886


segment length: 7371	score: 3189.61


segment length: 4137	score: 1601.12


segment length: 2327	score: 1367.1


segment length: 3186	score: 1305.23


segment length: 3603	score: 1454.15


segment length: 2201	score: 938.243


segment length: 1222	score: 664.611


segment length: 2836	score: 983.799


segment length: 1091	score: 503.33


segment length: 679	score: 464.14


segment length: 2285	score: 923.169


segment length: 2370	score: 925.002


segment length: 3161	score: 1260.64


segment length: 990	score: 517.886


segment length: 4182	score: 1968.39


segment length: 2372	score: 936.031


segment length: 6443	score: 2890.94


segment length: 2694	score: 1312.58


segment length: 3221	score: 1757.85


